,date,SCAN_N,DEX1,DEX2,rams2x,rams2z,initial_load_volts,initial_load_newtons,initial_screw,final_load_volts,final_load_newtons,final_screw,ome_start_req,ome_end_req,nframes_req,ome_start_real,ome_end_real,nframes_real,step_real,count_time,load_step,MECHTEST_CYCLE_NUM,foil_in,det,junkstart,goodstart,ramsx,ramsz,scan_type
0,2023-11-08 18:49:34,16,18.0,18.0,-1.83105e-07,-0.175,-1,4.19511,-15.0749,-1,3.8818,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-08 18:57:26,17,19.0,19.0,-1.83105e-07,-0.125,-1,4.19511,-15.0749,-1,3.8818,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-08 19:05:19,18,20.0,20.0,-1.83105e-07,-0.075,-1,4.19511,-15.0749,-1,4.19511,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-08 19:13:08,19,21.0,21.0,-1.83105e-07,-0.025,-1,3.8818,-15.0749,-1,4.19511,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-08 19:21:00,20,22.0,22.0,-1.83105e-07,0.025,-1,4.19511,-15.0749,-1,4.19511,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-08 19:28:49,21,23.0,23.0,-1.83105e-07,0.075,-1,4.19511,-15.0749,-1,4.50842,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-08 19:36:37,22,24.0,24.0,-1.83105e-07,0.125,-1,3.8818,-15.0749,-1,4.50842,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-08 19:44:26,23,25.0,25.0,-1.83105e-07,0.175,-1,4.19511,-15.0749,-1,3.8818,-15.0749,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
0,2023-11-08 20:26:38,1,26.0,26.0,-1.83105e-07,-0.175,-1,1.68863,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-08 20:34:30,2,27.0,27.0,-1.83105e-07,-0.125,-1,0.7487,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-08 20:42:26,3,28.0,28.0,-1.83105e-07,-0.075,-1,1.06201,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-08 20:50:13,4,29.0,29.0,-1.83105e-07,-0.025,-1,0.7487,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-08 20:58:03,5,30.0,30.0,-1.83105e-07,0.025,-1,1.06201,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-08 21:05:55,6,31.0,31.0,-1.83105e-07,0.075,-1,0.7487,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-08 21:13:43,7,32.0,32.0,-1.83105e-07,0.125,-1,0.7487,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-08 21:21:33,8,33.0,33.0,-1.83105e-07,0.175,-1,0.7487,-14.926,-1,0.7487,-14.926,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
0,2023-11-08 21:44:01,3,,,,,-1,0.7487,-14.926,-1,0.7487,-14.926,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,224.0,228.0,-1.83105e-07,0.0,df1
1,2023-11-08 21:53:29,5,,,,,-1,0.7487,-14.926,-1,1.06201,-14.926,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,267.0,271.0,-1.83105e-07,0.0,df1
2,2023-11-08 21:54:22,6,,,,,-1,1.06201,-14.926,-1,1.06201,-14.926,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,293.0,297.0,-4.5,0.0,bf1
3,2023-11-08 21:57:55,7,,,,,-1,1.06201,-14.926,-1,1.06201,-14.926,0,360,360,-0.000254237,359.969,360,0.999915,0.5,0,1,0,retiga,319.0,323.0,-1.83105e-07,0.0,tomo
4,2023-11-08 22:00:02,8,,,,,-1,1.06201,-14.926,-1,0.7487,-14.926,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,685.0,689.0,-1.83105e-07,0.0,df2
5,2023-11-08 22:00:56,9,,,,,-1,1.06201,-14.926,-1,0.7487,-14.926,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,711.0,715.0,-4.5,0.0,bf2
0,2023-11-08 22:19:58,1,,,,,-1,0.7487,-14.926,-1,0.43539,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1575,
1,2023-11-08 22:32:54,2,,,,,-1,0.43539,-14.926,-1,-1.44447,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1575,
2,2023-11-08 22:45:50,3,,,,,-1,-1.13116,-14.926,-1,-1.44447,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1575,
3,2023-11-08 22:58:46,4,,,,,-1,-1.13116,-14.926,-1,0.12208,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1575,
4,2023-11-08 23:12:56,5,,,,,-1,0.12208,-14.926,-1,0.12208,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1125,
5,2023-11-08 23:25:52,6,,,,,-1,0.43539,-14.926,-1,-1.13116,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1125,
6,2023-11-08 23:38:48,7,,,,,-1,-1.13116,-14.926,-1,-1.13116,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1125,
7,2023-11-08 23:51:43,8,,,,,-1,-1.13116,-14.926,-1,0.43539,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.1125,
8,2023-11-09 00:05:53,9,,,,,-1,0.43539,-14.926,-1,0.7487,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0675,
9,2023-11-09 00:18:49,10,,,,,-1,0.12208,-14.926,-1,-0.81785,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0675,
10,2023-11-09 00:31:45,11,,,,,-1,-1.13116,-14.926,-1,-1.13116,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0675,
11,2023-11-09 00:44:41,12,,,,,-1,-1.44447,-14.926,-1,0.43539,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0675,
12,2023-11-09 00:58:51,13,,,,,-1,0.43539,-14.926,-1,0.43539,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0225,
13,2023-11-09 01:11:47,14,,,,,-1,0.7487,-14.926,-1,-1.13116,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0225,
14,2023-11-09 01:24:43,15,,,,,-1,-0.50454,-14.926,-1,-0.81785,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0225,
15,2023-11-09 01:37:39,16,,,,,-1,-0.50454,-14.926,-1,0.7487,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,-0.0225,
16,2023-11-09 01:51:49,17,,,,,-1,0.7487,-14.926,-1,0.7487,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0225,
17,2023-11-09 02:04:45,18,,,,,-1,0.7487,-14.926,-1,-0.81785,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0225,
18,2023-11-09 02:17:41,19,,,,,-1,-0.81785,-14.926,-1,-0.81785,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0225,
19,2023-11-09 02:30:37,20,,,,,-1,-0.50454,-14.926,-1,0.7487,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0225,
20,2023-11-09 02:44:47,21,,,,,-1,0.7487,-14.926,-1,0.7487,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0675,
21,2023-11-09 02:57:43,22,,,,,-1,0.43539,-14.926,-1,-0.81785,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0675,
22,2023-11-09 03:10:39,23,,,,,-1,-0.50454,-14.926,-1,-0.50454,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0675,
23,2023-11-09 03:23:35,24,,,,,-1,-0.50454,-14.926,-1,0.7487,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.0675,
24,2023-11-09 03:37:45,25,,,,,-1,1.06201,-14.926,-1,1.06201,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1125,
25,2023-11-09 03:50:41,26,,,,,-1,1.06201,-14.926,-1,-0.50454,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1125,
26,2023-11-09 04:03:37,27,,,,,-1,-0.50454,-14.926,-1,-0.19123,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1125,
27,2023-11-09 04:16:33,28,,,,,-1,-0.50454,-14.926,-1,1.06201,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1125,
28,2023-11-09 04:30:43,29,,,,,-1,0.7487,-14.926,-1,1.06201,-14.926,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1575,
29,2023-11-09 04:43:39,30,,,,,-1,1.06201,-14.926,-1,-0.50454,-14.926,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1575,
30,2023-11-09 04:56:34,31,,,,,-1,-0.50454,-14.926,-1,-0.50454,-14.926,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1575,
31,2023-11-09 05:09:30,32,,,,,-1,-0.50454,-14.926,-1,0.7487,-14.926,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,0.0,4.0,-1.83105e-07,0.1575,
0,2023-11-09 10:50:47,3,36.0,36.0,-1.83105e-07,-0.175,-1,2.31525,-14.9252,-1,2.00194,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-09 10:58:36,4,37.0,37.0,-1.83105e-07,-0.125,-1,2.00194,-14.9252,-1,1.68863,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-09 11:06:25,5,38.0,38.0,-1.83105e-07,-0.075,-1,2.31525,-14.9252,-1,1.68863,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-09 11:14:21,6,39.0,39.0,-1.83105e-07,-0.025,-1,2.00194,-14.9252,-1,2.00194,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-09 11:22:16,7,40.0,40.0,-1.83105e-07,0.025,-1,2.31525,-14.9252,-1,2.31525,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-09 11:30:04,8,41.0,41.0,-1.83105e-07,0.075,-1,2.31525,-14.9252,-1,1.68863,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-09 11:38:00,9,42.0,42.0,-1.83105e-07,0.125,-1,2.00194,-14.9252,-1,2.00194,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-09 11:53:36,11,44.0,44.0,-1.83105e-07,0.175,-1,2.00194,-14.9252,-1,2.00194,-14.9252,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
8,2023-11-09 12:50:00,13,46.0,46.0,-1.83105e-07,-0.175,-1,10.7746,-14.9199,-1,10.148,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
9,2023-11-09 12:57:51,14,47.0,47.0,-1.83105e-07,-0.125,-1,10.148,-14.9199,-1,9.52138,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
10,2023-11-09 13:05:47,15,48.0,48.0,-1.83105e-07,-0.075,-1,9.52138,-14.9199,-1,9.20807,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
11,2023-11-09 13:13:37,16,49.0,49.0,-1.83105e-07,-0.025,-1,9.20807,-14.9199,-1,9.20807,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
12,2023-11-09 13:21:29,17,50.0,50.0,-1.83105e-07,0.025,-1,9.52138,-14.9199,-1,8.89476,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
13,2023-11-09 14:01:39,19,52.0,52.0,-1.83105e-07,0.075,-1,9.20807,-14.9199,-1,8.89476,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
14,2023-11-09 14:09:28,20,53.0,53.0,-1.83105e-07,0.125,-1,9.20807,-14.9199,-1,9.20807,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
15,2023-11-09 14:17:22,21,54.0,54.0,-1.83105e-07,0.175,-1,9.20807,-14.9199,-1,8.89476,-14.9199,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
16,2023-11-09 14:46:18,23,56.0,56.0,-1.83105e-07,-0.175,-1,28.9466,-14.9086,-1,27.3801,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
17,2023-11-09 14:54:07,24,57.0,57.0,-1.83105e-07,-0.125,-1,27.6934,-14.9086,-1,27.3801,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
18,2023-11-09 15:02:02,25,58.0,58.0,-1.83105e-07,-0.075,-1,27.3801,-14.9086,-1,27.0667,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
19,2023-11-09 15:09:58,26,59.0,59.0,-1.83105e-07,-0.025,-1,27.3801,-14.9086,-1,27.3801,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
20,2023-11-09 15:17:45,27,60.0,60.0,-1.83105e-07,0.025,-1,27.0667,-14.9086,-1,27.3801,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
21,2023-11-09 15:25:33,28,61.0,61.0,-1.83105e-07,0.075,-1,27.0667,-14.9086,-1,26.7534,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
22,2023-11-09 15:33:26,29,62.0,62.0,-1.83105e-07,0.125,-1,27.3801,-14.9086,-1,26.7534,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
23,2023-11-09 15:41:16,30,63.0,63.0,-1.83105e-07,0.175,-1,27.0667,-14.9086,-1,27.0667,-14.9086,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
24,2023-11-09 16:07:11,32,65.0,65.0,-1.83105e-07,-0.175,-1,51.5049,-14.8907,-1,50.565,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
25,2023-11-09 16:15:02,33,66.0,66.0,-1.83105e-07,-0.125,-1,50.565,-14.8907,-1,50.2517,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
26,2023-11-09 16:22:51,34,67.0,67.0,-1.83105e-07,-0.075,-1,50.565,-14.8907,-1,50.2517,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
27,2023-11-09 16:30:44,35,68.0,68.0,-1.83105e-07,-0.025,-1,50.2517,-14.8907,-1,50.2517,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
28,2023-11-09 16:38:31,36,69.0,69.0,-1.83105e-07,0.025,-1,50.565,-14.8907,-1,50.565,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
29,2023-11-09 16:46:19,37,70.0,70.0,-1.83105e-07,0.075,-1,50.2517,-14.8907,-1,50.565,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
30,2023-11-09 16:54:09,38,71.0,71.0,-1.83105e-07,0.125,-1,50.565,-14.8907,-1,50.565,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
31,2023-11-09 17:01:59,39,72.0,72.0,-1.83105e-07,0.175,-1,50.2517,-14.8907,-1,50.2517,-14.8907,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
32,2023-11-09 17:26:34,41,74.0,74.0,-1.83105e-07,-0.175,-1,71.5568,-14.8708,-1,70.6168,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
33,2023-11-09 17:34:27,42,75.0,75.0,-1.83105e-07,-0.125,-1,70.6168,-14.8708,-1,70.3035,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
34,2023-11-09 17:42:22,43,76.0,76.0,-1.83105e-07,-0.075,-1,70.6168,-14.8708,-1,70.3035,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
35,2023-11-09 17:50:13,44,77.0,77.0,-1.83105e-07,-0.025,-1,70.3035,-14.8708,-1,69.9902,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
36,2023-11-09 17:58:02,45,78.0,78.0,-1.83105e-07,0.025,-1,69.9902,-14.8708,-1,69.6769,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
37,2023-11-09 18:05:59,46,79.0,79.0,-1.83105e-07,0.075,-1,70.3035,-14.8708,-1,69.6769,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
38,2023-11-09 18:13:50,47,80.0,80.0,-1.83105e-07,0.125,-1,69.9902,-14.8708,-1,69.6769,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
39,2023-11-09 18:21:38,48,81.0,81.0,-1.83105e-07,0.175,-1,69.6769,-14.8708,-1,69.6769,-14.8708,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
40,2023-11-09 18:49:07,50,83.0,83.0,-1.83105e-07,-0.175,-1,81.5827,-14.8499,-1,80.3294,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
41,2023-11-09 18:56:57,51,84.0,84.0,-1.83105e-07,-0.125,-1,80.6428,-14.8499,-1,80.3294,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
42,2023-11-09 19:04:48,52,85.0,85.0,-1.83105e-07,-0.075,-1,80.6428,-14.8499,-1,80.3294,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
43,2023-11-09 19:12:37,53,86.0,86.0,-1.83105e-07,-0.025,-1,80.0161,-14.8499,-1,80.0161,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
44,2023-11-09 19:20:27,54,87.0,87.0,-1.83105e-07,0.025,-1,80.0161,-14.8499,-1,79.7028,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
45,2023-11-09 19:28:20,55,88.0,88.0,-1.83105e-07,0.075,-1,79.7028,-14.8499,-1,79.7028,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
46,2023-11-09 19:36:14,56,89.0,89.0,-1.83105e-07,0.125,-1,79.7028,-14.8499,-1,79.3895,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
47,2023-11-09 19:44:05,57,90.0,90.0,-1.83105e-07,0.175,-1,79.3895,-14.8499,-1,79.3895,-14.8499,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
48,2023-11-09 20:06:59,59,92.0,92.0,-1.83105e-07,-0.175,-1,87.2223,-14.831,-1,86.5956,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
49,2023-11-09 20:14:55,60,93.0,93.0,-1.83105e-07,-0.125,-1,86.5956,-14.831,-1,86.2823,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
50,2023-11-09 20:22:47,61,94.0,94.0,-1.83105e-07,-0.075,-1,86.2823,-14.831,-1,85.6557,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
51,2023-11-09 20:30:54,62,95.0,95.0,-1.83105e-07,-0.025,-1,85.969,-14.831,-1,85.6557,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
52,2023-11-09 20:38:41,63,96.0,96.0,-1.83105e-07,0.025,-1,85.6557,-14.831,-1,85.6557,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
53,2023-11-09 20:46:32,64,97.0,97.0,-1.83105e-07,0.075,-1,85.3424,-14.831,-1,85.0291,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
54,2023-11-09 21:02:05,66,99.0,99.0,-1.83105e-07,0.125,-1,85.3424,-14.831,-1,85.0291,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
55,2023-11-09 21:09:53,67,100.0,100.0,-1.83105e-07,0.175,-1,84.7158,-14.831,-1,84.7158,-14.831,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
0,2023-11-10 02:39:28,2,,,,,-1,0.12208,-15.0051,-1,0.43539,-15.0051,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,12552.0,12556.0,-1.83105e-07,0.0,df1
1,2023-11-10 02:41:08,4,,,,,-1,0.12208,-15.0051,-1,0.12208,-15.0051,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,12578.0,12582.0,-1.83105e-07,0.0,df1
2,2023-11-10 02:42:01,5,,,,,-1,0.43539,-15.0051,-1,0.12208,-15.0051,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,12604.0,12608.0,-4.5,0.0,bf1
3,2023-11-10 02:45:35,6,,,,,-1,0.43539,-15.0051,-1,0.12208,-15.0051,0,360,360,-0.000254237,359.969,360,0.999915,0.5,0,1,0,retiga,12630.0,12634.0,-1.83105e-07,0.0,tomo
4,2023-11-10 02:47:33,7,,,,,-1,0.12208,-15.0051,-1,0.43539,-15.0051,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,12996.0,13000.0,-1.83105e-07,0.0,df2
5,2023-11-10 02:48:27,8,,,,,-1,0.43539,-15.0051,-1,0.43539,-15.0051,0,10,20,-0.000127119,9.99903,20,0.499958,0.5,0,1,0,retiga,13022.0,13026.0,-4.5,0.0,bf2
0,2023-11-10 03:01:55,1,,,,,-1,0.12208,-15.0051,-1,0.7487,-15.0051,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,13048.0,13052.0,-1.83105e-07,-0.3325,
1,2023-11-10 03:14:51,2,,,,,-1,0.7487,-15.0051,-1,-0.50454,-15.0051,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,13414.0,13418.0,-1.83105e-07,-0.3325,
2,2023-11-10 03:27:47,3,,,,,-1,-0.81785,-15.0051,-1,-0.50454,-15.0051,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,13780.0,13784.0,-1.83105e-07,-0.3325,
3,2023-11-10 03:40:43,4,,,,,-1,-1.13116,-15.0051,-1,-0.50454,-15.0051,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,14146.0,14150.0,-1.83105e-07,-0.3325,
4,2023-11-10 03:54:54,5,,,,,-1,-0.50454,-15.0051,-1,0.7487,-15.0051,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,14511.0,14515.0,-1.83105e-07,-0.2375,
5,2023-11-10 04:07:50,6,,,,,-1,0.7487,-15.0051,-1,-0.50454,-15.0051,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,14877.0,14881.0,-1.83105e-07,-0.2375,
6,2023-11-10 04:20:45,7,,,,,-1,-0.50454,-15.0051,-1,-0.81785,-15.0051,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,15243.0,15247.0,-1.83105e-07,-0.2375,
7,2023-11-10 04:33:41,8,,,,,-1,-0.50454,-15.0051,-1,-0.19123,-15.0051,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,15609.0,15613.0,-1.83105e-07,-0.2375,
8,2023-11-10 04:47:52,9,,,,,-1,-0.19123,-15.0051,-1,1.37532,-15.0051,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,15975.0,15979.0,-1.83105e-07,-0.1425,
